Survey ID,Age,Gender,Ethnicity,Marital Status,Education Completed,Household Size,No One,Spouse,Children,Grand Children,Parent,Grandparent,Brother/Sister,Other Relative,Friends,Other ,Religion,Full Time Employment,Part Time Employment,Student,Homemaker,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Primary Language,English Speaking,English Difficulties,Familiarity with America,Familiarity with Ethnic Origin,Identify Ethnically,Belonging,Present Health,Present Mental Health,Present Oral Health,Hygiene Assistance,Smoking,Drinking,Regular Exercise,Healthy Diet,Hypertension,Diabetes,Arthritis,Physical Check-up,Dentist Check-up,Urgentcare,Folkmedicine,Primary Care,Health Insurance,Dental Insurance,Unmet Health Need,Unmet Dental Needs,Transportation (Medical),Interpretation (Medical),Comunication Problem,Preferance,Language,Family,Close Friend,Acquaintances,Heal Professionals,Mobile Apps,Email,Social Networks,Online Communities,Health Website,Other,Quality of Life,Satisfied With Life
70496,98,Female,Korean,Other,6,5,0,0,Living with children,Living with grandchildren,0,0,0,0,0,0,Protestant,0,0,0,0,0,,"$0 - $9,999",0,No,20,1,Not at all,Not much,High,Very high,Very close,Very much,Excellent,Excellent,Poor,0,0,0,1,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,Yes,Yes,Yes,Korean,Yes,No,No,No,No,No,No,No,No,0,10,Strongly agree
11036,56,Female,Asian Indian,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,Professional,"$70,000 and over",0,No,26,1,Well,Not at all,High,Very high,Somewhat close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,Yes,No,No,No,Yes,0,10,Agree
10508,61,Male,Asian Indian,Married,17,2,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,0,Retired,,"$60,000 - $69,999",1,No,,1,Not well,Not much,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,0,0,0,0,0,Yes,0,0,,Yes,Yes,0,Yes,0,0,0,0,English,No,Yes,No,No,No,No,No,No,No,0,8,Agree
11042,35,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,14,1,Very well,Much,Very high,Very high,Very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,Yes,No,No,Yes,Yes,0,10,Disagree
10869,29,Female,Asian Indian,Married,8,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,Employed part time,0,0,0,Service worker,"$0 - $9,999",1,No,2,1,Not at all,Not at all,Low,Low,Not at all,Not at all,Good,Good,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,1,4,Agree
10491,27,Male,Asian Indian,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,3,1,Well,Very much,Low,Very high,Somewhat close,Very much,Very Good,Fair,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,Yes,No,Yes,No,Yes,0,8,Slightly agree
80095,63,Female,Vietnamese,Single,12,8,0,0,0,Living with grandchildren,0,0,0,0,0,0,Buddhist,0,Employed part time,0,0,0,Semi-skilled,"$20,000 - $29,999",0,No,34,0,Not well,Not much,High,High,Very close,Somewhat,Good,Good,Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,Yes,Viet,No,No,No,No,No,No,No,No,No,1,9,Agree
10535,26,Male,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,3,0,Very well,Not at all,High,High,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,0,Yes,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,Yes,No,No,No,No,No,No,0,8,Agree
10707,33,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$60,000 - $69,999",0,No,3,1,Very well,Very much,Low,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,Yes,No,No,No,No,No,No,0,10,Agree
10011046,25,Male,Asian Indian,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Hindu,0,Employed part time,0,0,0,Other,"$50,000 - $59,999",0,No,3,1,Well,Very much,Low,Very high,Somewhat close,Very much,Fair,Excellent,Fair,0,0,0,0,0,0,Yes,0,Yes,0,0,0,0,Yes,0,0,0,0,0,0,0,English,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,6,Agree
10364,34,Male,Asian Indian,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,3,1,Well,Much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,English,No,Yes,No,No,No,No,Yes,No,Yes,0,7,Agree
10815,26,Male,Asian Indian,Single,17,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,0,0,Student,0,0,,"$60,000 - $69,999",1,No,3,0,Very well,Very much,Low,Low,Not very close,Somewhat,Very Good,Very Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,Yes,Yes,Yes,0,0,0,English,No,Yes,No,Yes,Yes,No,No,No,Yes,0,7,Disagree
10533,34,Male,Asian Indian,Married,15,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,2,1,Very well,Very much,Low,Low,Not very close,Not very much,Good,Good,Good,0,0,0,0,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,Yes,Yes,Yes,0,9,Agree
10694,23,Female,Asian Indian,Married,17,3,0,Living with spouse,0,0,0,0,Living with brothers/sisters,0,0,0,Hindu,0,Employed part time,0,0,0,Professional,,0,No,1,1,Very well,Very much,High,High,Somewhat close,Somewhat,Fair,Very Good,Fair,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,6,Agree
10865,32,Male,Asian Indian,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$0 - $9,999",,No,1,1,Very well,Very much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,7,Slightly agree
10894,25,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,"$0 - $9,999",,No,2,0,Well,Much,Low,Low,Not very close,Not very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,0,Yes,Yes,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,Yes,No,0,8,Agree
10895,29,Male,Asian Indian,Married,17,2,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,2,0,Well,Much,High,Low,Somewhat close,Somewhat,Good,Very Good,Excellent,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,No,Yes,No,No,No,No,No,0,8,Agree
11068,33,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,1,1,Very well,Not much,High,High,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,English,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0,6,Neither agree or disagree
30062,63,Female,Asian Indian,Living with a partner,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,Retired,,"$10,000 - $19,999",0,No,,1,Not at all,Not much,Very low,Very high,Somewhat close,Somewhat,Good,Good,Fair,0,0,0,1,1,0,0,Yes,Yes,0,0,0,0,Yes,0,0,0,0,0,0,Yes,Hindi,No,No,Yes,No,No,No,No,No,No,0,6,Slightly agree
10800,25,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Other,0,0,0,0,0,,"$0 - $9,999",0,No,2,1,Very well,Not at all,High,High,Somewhat close,Somewhat,Good,Good,Very Good,0,0,0,0,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,Yes,0,0,Yes,English,Yes,No,No,No,No,No,No,No,Yes,0,8,Slightly agree
30050,60,Male,Asian Indian,Living with a partner,7,4,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,Other,"$20,000 - $29,999",1,No,1,1,Very well,,Low,Low,Somewhat close,Somewhat,Good,Good,Fair,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Hindi,No,Yes,No,No,Yes,No,No,No,No,0,5,Slightly agree
30051,55,Female,Asian Indian,Living with a partner,7,4,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,Other,"$30,000 - $39,999",0,No,1,1,Not at all,Very much,Very low,Low,Somewhat close,Somewhat,Good,Good,Fair,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hindi,No,Yes,No,No,Yes,No,No,No,No,0,5,Slightly agree
10406,38,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,Employed part time,0,0,0,Professional,"$70,000 and over",0,No,12,0,Well,Much,High,High,Somewhat close,Somewhat,Excellent,Excellent,Excellent,1,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,English,Yes,Yes,No,Yes,No,No,No,Yes,No,0,9,Agree
10441,30,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,8,0,Very well,Not at all,High,Very high,Very close,Very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,Yes,No,No,0,9,Agree
10444,30,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,7,1,Well,Not much,Low,High,Somewhat close,Somewhat,Very Good,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,Yes,0,10,Slightly agree
10447,40,Female,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,Living with parents,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,14,1,Very well,Not at all,High,High,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,No,No,No,No,No,No,No,0,8,Slightly agree
10451,32,Male,Asian Indian,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,3,1,Very well,Very much,Low,Very high,Very close,Very much,Very Good,Very Good,Excellent,0,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,Yes,Yes,English,Yes,No,No,No,Yes,No,Yes,No,Yes,0,7,Slightly agree
10525,30,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$60,000 - $69,999",0,No,10,1,Very well,Very much,Low,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Yes,English,Yes,Yes,No,Yes,No,No,No,Yes,No,0,8,Agree
10531,37,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,1,1,Well,Not much,High,High,Very close,Very much,Good,Good,Good,0,0,0,0,0,Yes,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,English,No,Yes,No,Yes,No,No,No,No,No,0,8,Slightly agree
10540,32,Male,Asian Indian,Married,17,8,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,4,1,Very well,Very much,High,Very high,Very close,Very much,Very Good,Very Good,Very Good,1,0,0,0,1,0,0,0,Yes,,Yes,,Yes,Yes,0,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,0,9,Agree
10836,30,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,1,1,Very well,Much,High,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,Yes,No,Yes,0,7,Strongly agree
10405,28,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",1,No,8,0,Very well,Not much,High,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,Yes,No,No,No,Yes,Yes,No,0,8,Agree
10440,40,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,10,0,Well,Much,High,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,Yes,No,No,No,No,0,9,Agree
10529,37,Female,Asian Indian,Married,13,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,Other,,0,No,1,1,Well,Not much,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,0,0,0,0,0,Yes,0,Yes,0,Yes,Yes,0,0,Yes,0,0,Yes,English,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Neither agree or disagree
10665,33,Male,Asian Indian,Married,17,2,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,1,0,Very well,Very much,High,Very high,Not very close,Somewhat,Very Good,Very Good,Poor,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,Yes,0,0,English,Yes,Yes,No,No,No,No,No,No,No,0,6,
10867,31,Female,Asian Indian,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,"$0 - $9,999",0,No,1,1,Not well,Not at all,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,Yes,English,Yes,No,No,No,No,No,No,No,No,0,7,Slightly agree
10219,38,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,1,1,Well,Very much,High,High,Somewhat close,Somewhat,Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,0,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Yes,English,Yes,Yes,No,Yes,No,No,No,No,No,0,9,
10220,36,Female,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,,0,No,1,1,Well,Much,High,Very high,Very close,Very much,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,Yes,0,0,0,English,Yes,Yes,No,Yes,No,No,Yes,No,No,0,10,Agree
10367,31,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,10,1,Very well,Not at all,High,High,Somewhat close,Somewhat,Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,Yes,0,0,Yes,Yes,0,0,0,0,Yes,Yes,English,Yes,No,No,No,No,No,No,No,Yes,0,7,Agree
10384,48,Female,Asian Indian,Married,17,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,Employed part time,0,0,0,Professional,"$70,000 and over",0,No,1,0,Very well,Not at all,High,High,Very close,Somewhat,Very Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,Yes,0,9,Slightly agree
10469,32,Female,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,,,No,5,1,Very well,Not at all,High,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,Yes,No,No,No,Yes,0,7,Slightly disagree
10479,40,Male,Asian Indian,Married,17,5,0,Living with spouse,Living with children,0,Living with parents,0,0,0,0,0,Hindu,0,0,0,0,0,Business owner,"$10,000 - $19,999",1,No,1,1,Well,Much,High,High,Not very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,English,Yes,No,No,No,No,No,No,No,No,0,10,Agree
10536,35,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",1,No,1,0,Very well,Very much,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,10,Strongly agree
10804,30,Female,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,Other,"$0 - $9,999",0,No,1,1,Not well,Not much,Very low,Very low,Not very close,Somewhat,Good,Good,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,Yes,No,No,No,No,No,No,No,0,7,Slightly agree
10831,53,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,Professional,"$60,000 - $69,999",0,No,3,1,Well,Very much,High,Very high,Somewhat close,Somewhat,Good,Good,Very Good,0,0,0,1,1,0,Yes,0,Yes,0,0,0,0,0,0,0,0,Yes,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,6,Neither agree or disagree
10846,40,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,20,1,Very well,Not at all,Very high,Very high,Somewhat close,Somewhat,Excellent,Excellent,Very Good,,0,0,1,1,0,0,0,0,0,0,,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,1,10,Strongly disagree
10854,25,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$60,000 - $69,999",0,No,4,1,Well,Much,Very high,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,0,Yes,Yes,0,0,Yes,Yes,English,Yes,No,No,No,No,No,No,No,No,0,8,Slightly agree
10210,30,Male,Asian Indian,Married,17,1,Living with no one,0,0,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,3,0,Very well,Very much,Low,Very high,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,10,Strongly agree
10873,35,Male,Asian Indian,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,Employed part time,0,0,0,,"$60,000 - $69,999",1,No,5,1,Very well,Much,Low,High,Somewhat close,Not very much,Good,Good,Good,1,0,0,1,1,0,0,0,0,0,Yes,0,0,Yes,0,Yes,0,Yes,Yes,Yes,Yes,English,Yes,No,No,No,No,No,No,No,No,0,7,Strongly agree
10465,26,Male,Asian Indian,Single,17,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,0,0,0,0,0,,"$0 - $9,999",1,No,2,1,Very well,Much,High,High,Somewhat close,Very much,Excellent,Very Good,Good,0,0,0,0,0,0,0,0,0,Yes,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,English,Yes,Yes,No,No,No,No,No,No,Yes,0,8,Slightly disagree
10442,24,Female,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$50,000 - $59,999",0,No,2,1,Very well,Very much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,Yes,Yes,Yes,No,No,0,7,Slightly agree
10208,28,Female,Asian Indian,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,,0,No,3,1,Well,Very much,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,0,0,0,0,0,Yes,Yes,English,Yes,No,No,No,No,No,No,No,No,0,8,Slightly agree
10510,25,Male,Asian Indian,Single,16,4,0,0,0,0,Living with parents,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$40,000 - $49,999",0,No,7,1,Very well,Not at all,High,Very high,Very close,Very much,Very Good,Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,No,No,No,No,No,No,Yes,0,8,Slightly agree
10534,30,Female,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,,0,0,0,Full time homemaker,0,,,0,No,1,0,Well,Much,,,,,Very Good,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,Yes,0,0,Yes,English,No,No,No,No,No,No,No,No,Yes,0,9,Slightly agree
10559,38,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,15,0,Very well,Not much,High,Very high,Very close,Somewhat,Very Good,Excellent,Very Good,0,0,0,1,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Yes,English,No,Yes,No,Yes,No,No,No,Yes,Yes,0,8,Slightly agree
10572,24,Male,Asian Indian,Single,17,4,0,0,0,0,Living with parents,0,0,0,0,0,Hindu,0,0,Student,0,0,"Manager, executive, or official","$10,000 - $19,999",0,No,2,1,Well,Much,Low,High,Not very close,Not very much,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,Yes,English,No,No,No,No,No,No,No,Yes,Yes,0,8,Neither agree or disagree
10859,38,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,1,1,Very well,Not at all,Low,High,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,Yes,0,10,Strongly agree
10924,24,Male,Asian Indian,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Professional,,0,No,2,1,Very well,Not much,High,Very high,Very close,Very much,Excellent,Fair,Excellent,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,Yes,Yes,0,0,English,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0,8,Agree
10835,25,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$60,000 - $69,999",0,No,4,1,Well,Very much,Low,High,Very close,Somewhat,Very Good,Very Good,Good,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,0,Yes,Yes,0,Yes,Yes,Yes,English,No,Yes,No,No,No,No,No,No,No,0,8,Slightly agree
10481,34,Female,Asian Indian,Married,12,4,0,Living with spouse,0,0,0,0,0,0,0,0,Other,0,Employed part time,0,0,0,Other,"$20,000 - $29,999",,No,1,1,Not well,Very much,Very low,Very low,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,No,No,No,No,No,Yes,No,No,No,0,5,Neither agree or disagree
10579,38,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,,0,No,13,1,Well,Much,Low,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,Yes,0,0,Yes,English,No,Yes,No,Yes,No,No,Yes,No,Yes,0,8,Agree
10584,28,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,7,1,Very well,Not much,Low,High,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,Yes,No,No,0,9,Slightly agree
10663,39,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,2,1,Very well,Not much,Low,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,0,Yes,0,0,Yes,0,0,0,0,0,0,Yes,English,Yes,Yes,No,No,No,No,Yes,No,Yes,0,8,Agree
10680,25,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,"$0 - $9,999",1,No,1,0,Well,Not much,Very high,Very high,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,Yes,No,0,7,Agree
